Filter,PSNR,SSIM
Noisy,29.20143411383423,0.7656903626194889
Wiener,30.312345283224527,0.7838748863353299
TV,29.200689682162924,0.7656683114849153
BM3D,29.204434692781383,0.7660180306090205
RL,30.31312164826957,0.783865422662441
