Filter,PSNR,SSIM
Noisy,29.060706048383324,0.9404282312058919
Wiener,30.010715526709426,0.9561902142855777
TV,29.059251404191077,0.9403741220478534
BM3D,29.052120808496472,0.9403011865293666
RL,30.078365074944163,0.957225424721844
