Filter,PSNR,SSIM
Noisy,21.771424451895445,0.4776916217534771
Wiener,21.884100094627495,0.4853827284393566
TV,21.771500656171078,0.47768756367828413
BM3D,21.785205881926483,0.4781327274826672
RL,21.89168915093252,0.4861275034797172
