Filter,PSNR,SSIM
Noisy,27.182843712115137,0.6674076415454464
Wiener,27.614421598088757,0.6747423752768108
TV,27.18162987306657,0.6673646071471268
BM3D,27.225484709718444,0.6702293358174422
RL,27.647964770567025,0.675496826575183
