Filter,PSNR,SSIM
Noisy,29.405620431390528,0.8653743702384498
Wiener,30.524119039147177,0.8849252109031602
TV,29.404765635247365,0.8653421861414408
BM3D,29.408252603025726,0.865791426090864
RL,30.524904960626102,0.8849196849296044
