SNR,Noisy_PSNR,Noisy_SSIM,Wiener_PSNR,Wiener_SSIM,TV_PSNR,TV_SSIM,RL_PSNR,RL_SSIM,BM3D_PSNR,BM3D_SSIM
2,15.262746766735413,0.2865283279799654,14.211254294909157,0.225626975815755,14.34320075886281,0.2662134321512393,14.6059452881903,0.24419781247566985,14.63340533549812,0.3295206042917043
5,14.960016936323271,0.38842128316243796,14.934292597644783,0.3942326813161311,14.900489483390931,0.3977229680828169,15.483056449408362,0.4086082801078131,14.348675204027757,0.4034192577144059
10,15.317782895009103,0.41611820138701466,15.25417104916058,0.42257517102516196,15.389157565403902,0.42257588407517177,15.62726756803394,0.4401893460934584,15.407036891512913,0.4037698993417383
20,14.814404316934649,0.43923084157245246,14.947200999063222,0.4321574265505562,14.940752080438084,0.44502238823933954,14.670092004345399,0.44617011725113254,15.26623765988801,0.44119085402488767
50,14.683319683470078,0.41901125289469526,14.678955879009816,0.4112973620423548,14.787024076422249,0.4233468553784499,14.904508711929491,0.41900305714674424,15.412924265588172,0.40654738037766947
100,14.559366861476992,0.3979786530100089,14.575793257840994,0.3930813507879448,14.66139396846549,0.40212197539331235,14.781486575126246,0.400195408203478,15.486775872285556,0.39456054366380655
