Filter,PSNR,SSIM
Noisy,28.834413924586848,0.9338636895426458
Wiener,29.63695583416634,0.9506598094730809
TV,28.8329475692092,0.9337946768183341
BM3D,28.809282996000963,0.9351223206665045
RL,29.69939195069638,0.9517136462369474
